jobnumber particle t x y z Sx Sy Sz Wx Wy Wz Bx By Bz
2 1 0 1.92226387362621 0.0132796085966015 0.230138268462429 -0.0627813632623799 -0.0132521985854451 -0.997939316621792 289.093834299706 61.0233467845575 4595.28255598581 1.57761678194242e-06 3.33011100741096e-07 2.50769612421921e-05
2 1 1.00000115983923 1.1572329377783 -0.0202441968219927 0.191409609213968 -0.137164359597202 -0.0351187448353749 -0.989925558862433 2.05865812689744 1.55782830439796 228.990384689149 1.12343233370677e-08 8.5012400294061e-09 1.24962566103893e-06
2 1 2.00002179434802 0.26504375920594 -0.0316241192998997 0.200565313797889 0.141922969002213 -0.00139199609251732 -0.989876726200471 -0.00238749907110774 0.000722039952531267 183.424756591543 -1.30288444599562e-11 3.94025126515004e-12 1.0009690276636e-06
2 1 3.00001297466335 1.16698190252751 -0.00838045289307815 0.232482775667867 -0.334802302536893 0.016674540451829 -0.942140848152733 25.3705613208957 0.138070058669609 235.640491416958 1.38449937557817e-07 7.53463463406709e-10 1.28591602330458e-06
2 1 4.00001170863874 1.31649117850897 -0.0133839034813714 0.201151639931 0.38680880695465 -0.146255916996833 -0.910487865604694 -6.83606731116722 -0.170804466513639 302.828929157101 -3.73051695782787e-08 -9.32098719626556e-10 1.65257070201161e-06
2 1 5.00004629508049 0.50208729002692 -0.00654206238838416 0.206612099315093 0.209685384678767 -0.333586283433688 -0.919104036938707 -0.019902210370497 0.000290182260196253 183.398319433721 -1.0860854626775e-10 1.58355644150001e-12 1.00082475719188e-06
2 1 6.00001697377377 1.51855446390973 0.0102343438957784 0.20508120844635 -0.0815741679786037 0.286437896892126 -0.954619812305359 -17.028202583061 0.201632489855141 527.95548895767 -9.29247703481007e-08 1.10033062638945e-09 2.88111104657717e-06
2 1 7.00004807938653 0.125615050698717 -0.0129263554764483 0.191547634776697 0.20560863092053 0.215627785519159 -0.954583547148086 0.000925279040460671 0.000378967295634973 183.423616519807 5.04934927354675e-12 2.06806612408952e-12 1.00096280616702e-06
2 1 8.00002453755133 1.06985900332825 -0.00604269358850333 0.199727668153364 -0.0433609152546478 -0.221803021759144 -0.974126916791492 7.36100493000727 0.0220105833609239 196.178764953944 4.01698117764116e-08 1.20114169071373e-10 1.07056905105497e-06
2 1 9.00002211502542 1.54664540467208 0.0162631623319428 0.208636861069685 0.064276203798764 0.0972003789601081 -0.993187119986712 -12.4931694389096 -0.0489604192259057 575.956170540692 -6.81765967586872e-08 -2.67182381142291e-10 3.14305603407055e-06
2 1 10.0000279675389 -0.0807155245309265 -0.167356545015802 0.0769258682584094 0.0762656025076191 0.128394125357932 -0.988786380257951 3.69382317663865e-05 0.00106277652592293 183.425762044108 2.01575984816684e-13 5.79968814210707e-12 1.0009745145286e-06
2 1 11.0001220867219 -0.0618483268830186 -0.0219544167157139 0.12125423226876 -0.0955228361859257 0.114789456571136 -0.988786512725313 0.000255280203942984 0.000340058218609477 183.424977411562 1.39309208991521e-12 1.85573502048489e-12 1.00097023270268e-06
2 1 12.0000002317435 -0.0402560109378695 -0.116556132893911 0.0605729520824378 -0.142020377623918 -0.0461752565138556 -0.988786153488258 4.68832813078283e-05 0.000711770539291789 183.425993056626 2.55847211553768e-13 3.88420994998396e-12 1.00097577518927e-06
2 1 13.0000904701548 0.093431963774906 0.0283837752704328 0.0877041316919771 -0.00401792131189484 -0.14927656202927 -0.988787319713263 0.000178051598764039 0.000308084219121311 183.425392554604 9.71647115710593e-13 1.68124939611482e-12 1.00097249818383e-06
2 1 14.000096371403 -0.18851900313154 -0.123872552851297 0.0616560657764802 0.138475766532845 -0.0558483807482981 -0.988789876426564 -5.44458384401236e-05 0.00060888865424052 183.42456533525 -2.97116915852095e-13 3.3227722119425e-12 1.00096798395702e-06
2 1 15.0000635228675 -0.0452868029744014 0.201006377666124 0.0515362318806471 0.101454673405358 0.109534603069876 -0.988791747149795 1.47831564063789e-05 0.000753921163610231 183.425823120925 8.06733069894879e-14 4.11423053298233e-12 1.0009748478315e-06
2 1 16.000041908016 -0.0610013313121925 -0.0414310275405514 0.0464754120518323 -0.0665679954701706 0.13364629408588 -0.988790862264374 2.46732547836094e-05 0.000254372017195236 183.425925785106 1.34644659255477e-13 1.38813601526766e-12 1.0009754080812e-06
2 1 17.0000842823901 -0.15254932226456 0.114307790685711 0.0674231693060042 -0.148377905927492 -0.0167235784614466 -0.988789319411181 4.34957173038544e-05 0.000654877182774551 183.425213699215 2.37360902995756e-13 3.57373665953057e-12 1.00097152215034e-06
