jobnumber particle t x y z Sx Sy Sz Wx Wy Wz Bx By Bz
6 1 0 1.91909173357578 0.027363872731234 0.222552715133204 -0.0308717619458713 -0.011971596242078 -0.999451657259006 150.745607666074 58.4568368144698 4880.28340172281 8.22635325427095e-07 3.19005374158787e-07 2.66322421363407e-05
6 1 1.00007581745096 0.735226209477559 0.0334611712254747 0.210031274450424 0.0392378802614896 0.387395026543387 -0.921078434299216 0.176920010210983 0.00461073895351597 183.14883717133 9.65471912766219e-10 2.51613084999573e-11 9.99463305105235e-07
6 1 2.00004745455247 1.21463029704705 0.021148071466054 0.213922802827266 -0.408001923460862 -0.0204792540406404 -0.912751351907445 8.4224178918708 1.61346555226729 264.4399025928 4.59620587998162e-08 8.80485859724005e-09 1.44307757083854e-06
6 1 3.00000317824872 1.9316286993574 0.01908284746417 0.230108776411382 0.152849894936168 -0.154837390968218 -0.976044205780591 251.498501185693 85.8339793440027 4786.40917673746 1.37245492303575e-06 4.68405445595261e-07 2.61199601878602e-05
6 1 4.00000860724506 1.60315167662463 -0.0207419216544161 0.236448773562171 -0.359972847855108 -0.225649709080214 -0.905263363302641 63.5075584680576 -3.5606256922887 726.54531112455 3.46567716541226e-07 -1.94307251829745e-08 3.96483750145767e-06
6 1 5.00008636330384 0.355442672128831 -0.0186261384693059 0.194420333300105 -0.0217731314719191 -0.365226340685132 -0.930664090909669 -0.00800560774024779 0.000315016662298467 183.422207485204 -4.36874800573233e-11 1.71908049932968e-12 1.00095511691055e-06
6 1 6.00003168556782 1.42910879103362 0.0154361687774201 0.190770562270931 -0.156002293848909 -0.547207456411559 -0.822330397729957 -29.3848732381087 -1.64932868993808 391.641097126788 -1.60356478262456e-07 -9.0005676755039e-09 2.13722844979468e-06
6 1 7.00006995010528 0.52150799268315 0.0182322754991382 0.245196806035125 0.488534615546092 0.426611461065277 -0.761141635760214 -0.0374602094236088 0.000581450261506894 183.392240313653 -2.04424474098246e-10 3.17303789146107e-12 1.00079158276649e-06
6 1 8.00005791023838 0.301686019518863 -0.0223117249195423 0.202922345773653 -0.58375838265532 -0.163045924445261 -0.79538806634524 -0.00448896363761932 0.000460466589835455 183.424516811111 -2.44967672360136e-11 2.51281671710516e-12 1.00096771915547e-06
6 1 9.00007860519909 0.0994602595452448 -0.119157942722491 0.0427123570603836 -0.049983499965749 -0.604042946292494 -0.795382780540293 -5.3169742826838e-05 0.000439871262846567 183.425741244422 -2.90153121906084e-13 2.40042575744955e-12 1.00097440102243e-06
6 1 10.0000636874166 -0.065883998328453 -0.00977080970842699 0.0719041407657523 0.54757199477145 -0.259895420859659 -0.79537367287611 0.000187452947807927 0.00011432506416093 183.425579989011 1.02295130932295e-12 6.23884422343923e-13 1.00097352103396e-06
6 1 11.0000661317631 -0.0506104121998292 0.0653630491873501 0.0990812114724034 0.43508889204112 0.421987749625078 -0.79537663648536 0.000147032579748973 0.000792014447821054 183.425545640541 8.02372924591699e-13 4.32210976561545e-12 1.00097333359059e-06
6 1 12.0000598911601 -0.0022229941569883 -0.0429936930016008 0.0659651335363592 -0.24227817300849 0.555584202325118 -0.79537882774175 1.97085214203262e-06 0.000375465519506781 183.425832332977 1.07551565008386e-14 2.04895654736066e-12 1.00097489810268e-06
6 1 13.0000289468009 0.112677367886553 0.162597271705704 0.121538055858486 -0.605429105385993 -0.0289496281702907 -0.795372564224812 5.03385244711792e-05 0.00174775238672269 183.42571080284 2.74702852788967e-13 9.53767659096199e-12 1.00097423489938e-06
6 1 14.0000941071247 0.0496789307991043 0.0244320699714764 0.0450455802607719 -0.178046309247504 -0.579339892803344 -0.795402287426327 -7.90638039594628e-06 0.000167313215620835 183.425968945035 -4.31459854575392e-14 9.13046580396722e-13 1.00097564360967e-06
6 1 15.0000656647862 -0.122954359792888 -0.0304561036609316 0.102519182848282 0.478365890421674 -0.372173697400351 -0.795394752465167 0.000160148970348723 0.000349979409846676 183.425039598989 8.7395050764878e-13 1.90987604996877e-12 1.0009705720663e-06
6 1 16.0000563910994 0.0743331464817569 -0.0183368492298898 0.125496290193134 0.516681761929231 0.316891408030724 -0.795373994258395 0.000321065138200969 0.00029858278153096 183.424916071876 1.75208769622985e-12 1.62939900844668e-12 1.00096989796529e-06
6 1 17.000004142874 0.120160327864561 0.0793362050488374 0.085933970988507 -0.110209764105036 0.596012656933159 -0.795375835023552 9.52282439565013e-05 0.000687774496257106 183.425377284316 5.19670978661604e-13 3.75326090954771e-12 1.00097241485219e-06
