jobnumber particle tstart xstart ystart zstart vxstart vystart vzstart polstart Sxstart Systart Szstart Hstart Estart Bstart Ustart solidstart tend xend yend zend vxend vyend vzend polend Sxend Syend Szend Hend Eend Bend Uend solidend stopID Nspinflip spinflipprob Nhit Nstep trajlength Hmax wL
4 1 0 1.92003973334456 0.0112236024237818 0.202441824604638 1.71548813077841 -3.08906630599428 -3.46723188677971 -1 0.0511004579615223 0.00748614747160292 -0.998665459897435 1.48851334079691e-07 1.28098619081643e-07 2.50241415649432e-05 0 4 20 -0.159677624175091 -0.083322567911793 0.0679232468252096 2.29229913903283 0.858968466757719 -4.59918840866934 -1 -0.402501816003117 -0.178983499342573 -0.897751186863509 1.48851297549008e-07 1.41887904131986e-07 1.00096993758538e-06 0 1 -1 0 0 945 1857 102.438857654264 1.4885134294253e-07 350.04399282396
4 2 0 1.92258676360276 -0.0152808139447319 0.245321190939742 -0.446712006543815 -3.25759164472932 3.28439818546376 -1 -0.127265428548197 0.0312316550340523 -0.991376868007458 1.3804596319382e-07 1.12897345680953e-07 2.61261602085296e-05 0 4 20 0.0207010654958334 -0.0511996531047251 0.04718081492202 4.25566098095903 1.66253069703916 2.14708290465378 -1 0.0828769980045315 -0.0998798381568046 -0.991541941043574 1.38045966174975e-07 1.33209075430969e-07 1.00097567952962e-06 0 1 -1 0 0 797 935 99.3283666041384 1.38045972961762e-07 214.178738249063
4 3 0 1.92245010220798 -0.00662211669833062 0.208855844839758 -3.62600417398672 3.71496693361981 0.251694595766952 -1 0.023171834751073 0.00136584138519934 -0.999730563977905 1.6260421607356e-07 1.41193960424394e-07 2.53750752188621e-05 0 4 10.0352617134699 0.503089986082393 0.0801541492747237 0.325001257032603 1.87186175876959 2.35960787407907 3.95756681140017 -1 0 0 0 1.62604229949374e-07 1.29285280419912e-07 0 0 1 -2 0 0 527 676 54.1518911222703 1.62604229949374e-07 0
4 4 0 1.91646315772022 -0.00989616248569277 0.188525801198518 1.48241723734289 -2.44229414097937 1.74466477966751 -1 0.118332461655313 0.00541903548610743 -0.992959245172225 7.79013758502543e-08 5.85753114148563e-08 2.48172388549815e-05 0 4 20 -0.13418507174854 -0.207455434277735 0.0321956661196584 3.2693067349998 1.78109694098081 0.64141886451355 -1 -0.0304019901119209 0.0981611428791907 -0.99470604139025 7.79013717515462e-08 7.46007501934626e-08 1.00097200279896e-06 0 1 -1 0 0 571 835 72.2832574624552 7.79013819589375e-08 282.822224723961
4 5 0 1.92286919450145 0.0327827769138592 0.203846703987433 -3.9647725118771 2.87013373492484 1.30315862573889 -1 0.0423647625262634 0.0460971898322016 -0.998038213690071 1.54998094908493e-07 1.34101264963192e-07 2.35734460463646e-05 0 4 20 0.069734535293179 -0.0262704968584837 0.0980734951843532 -2.21513119037598 0.0281128268629032 4.77723875661108 -1 -0.249834443890896 0.0503334822536567 -0.966979467519018 1.54998065037505e-07 1.4494368479629e-07 1.00097223905527e-06 0 1 -1 0 0 694 1107 105.317010449937 1.54998096426247e-07 219.969806249596
4 6 0 1.91985406545801 -0.0129762519689656 0.185685673751101 2.38271694259663 1.91205515737251 -2.40699047932964 -1 0.123603724649692 0.0155785960041421 -0.992209366313009 9.81037647441885e-08 7.90688587880048e-08 2.46544162725313e-05 0 4 10.0510514721714 0.317720049200774 0.0764027924430288 0.278777034567854 -2.81889646640313 2.04175649764262 1.08896660147181 -1 0.231947632949751 -0.0265511393722384 -0.972365842806597 9.81037580230213e-08 6.95237506412518e-08 1.00099859100278e-06 0 1 -2 0 0 395 692 40.3999324741455 9.81037674768665e-08 272.309358929937
4 7 0 1.91815739812437 -0.0166093945323566 0.191496038768137 -4.35558875468048 1.95428322666179 -1.5961431014345 -1 0.101807226188052 0.0196178618020209 -0.994610691775537 1.5207350608726e-07 1.32442924690645e-07 2.46539992647199e-05 0 4 20 -0.0013331105419119 0.194206144724936 0.0321677077988033 -2.16534080064187 -4.83014414677849 -0.666136507928121 -1 -0.72130296283024 -0.1792114385407 -0.669033103825097 1.52073508832421e-07 1.48775753546144e-07 1.00097499369596e-06 0 1 -1 0 0 833 1363 103.932937738982 1.52073526722404e-07 264.299429504017
4 8 0 1.91557206077944 0.0127214297199572 0.21459717524726 1.17924237284074 -1.54750569696595 4.84273068193682 -1 -0.000415418635021093 0.00135931188634627 -0.999998989848766 1.64369951416595e-07 1.4237104297105e-07 2.44668804693239e-05 0 4 20 -0.0171096699440732 0.143148795150679 0.0908298565673345 -5.41148192214199 0.45401646402333 -0.417585814380036 -1 -0.557181270056308 -0.108811673310501 -0.823230860945862 1.64369970922969e-07 1.55058204515791e-07 1.00097539504914e-06 0 1 -1 0 0 684 1183 109.116543022823 1.6437001235411e-07 302.914566491487
4 9 0 1.91795971730048 0.00388690350965378 0.24539005122396 3.91176459870589 -3.09973672645933 0.39943941751682 -1 -0.138365765336851 -0.00333525909697134 -0.990375580792208 1.56196623991961e-07 1.31040890973759e-07 2.51978051320988e-05 0 4 20 -0.204441558471167 -0.0787625723342706 0.0542408334750355 -4.10592457786664 3.03721798601303 1.65387047524956 -1 0.427037282952402 0.364845091951421 -0.827361598828079 1.56196559216028e-07 1.50635879265232e-07 1.00096606104959e-06 0 1 -1 0 0 993 1718 105.282407511838 1.56196627112824e-07 399.643027886559
4 10 0 1.92518654068622 0.019993550474183 0.212871837875791 0.910283220327978 0.452340013428778 4.70832731579027 -1 0.00684443011068547 0.00208148041706846 -0.99997441028045 1.43097429855281e-07 1.21275485279397e-07 2.58470418214544e-05 0 4 10.0305290449778 1.81032634748963 0.121008850419065 0.264390590989391 -3.03032143811797 3.09935247541493 1.84444733426605 -1 0.201821174075893 -0.605896669024187 0.769517666875257 1.43097412341663e-07 1.1599223975027e-07 8.12726857495059e-08 0 1 -2 0 0 552 1245 49.8311485750538 1.43097432419569e-07 617.651892876263
