jobnumber particle tstart xstart ystart zstart vxstart vystart vzstart polstart Sxstart Systart Szstart Hstart Estart Bstart Ustart solidstart tend xend yend zend vxend vyend vzend polend Sxend Syend Szend Hend Eend Bend Uend solidend stopID Nspinflip spinflipprob Nhit Nstep trajlength Hmax wL
7 1 0 1.91670224206751 0.0070946313845469 0.240723474131382 -0.172404928253893 -2.02994724343336 -4.50987431577139 -1 -0.118251338187244 -0.00283073451850308 -0.992979661402494 1.52684212129297e-07 1.28006876676454e-07 2.49102289127515e-05 0 4 0 1.91670224206751 0.0070946313845469 0.240723474131382 -0.172404928253893 -2.02994724343336 -4.50987431577139 -1 -0.118251338187244 -0.00283073451850308 -0.992979661402494 1.52684212129297e-07 1.28006876676454e-07 2.49102289127515e-05 0 4 0 0 0 0 1 0 0 0
7 1 0 1.91670224206751 0.0070946313845469 0.240723474131382 -0.172404928253893 -2.02994724343336 -4.50987431577139 -1 -0.118251338187244 -0.00283073451850308 -0.992979661402494 1.52684212129297e-07 1.28006876676454e-07 2.49102289127515e-05 0 4 1 1.24741526210178 0.00578208502751623 0.250134227416165 -2.89269725244647 3.77695533902846 -1.29283785556871 -1 -0.151479420003885 0.115836075328878 -0.981649626279185 1.52684157160176e-07 1.27040622964414e-07 1.4719568937269e-06 0 1 0 0 0 85 466 4.99962284010091 1.52684214152306e-07 3073.09408737237
7 1 0 1.91670224206751 0.0070946313845469 0.240723474131382 -0.172404928253893 -2.02994724343336 -4.50987431577139 -1 -0.118251338187244 -0.00283073451850308 -0.992979661402494 1.52684212129297e-07 1.28006876676454e-07 2.49102289127515e-05 0 4 2 0.0554717593386742 0.141491675540772 0.0876119768337677 2.05470387357177 4.46579214221057 -1.82400724288351 -1 -0.00292004372702886 0.13863391372005 -0.990339391876815 1.52684151494853e-07 1.43702280342259e-07 1.00097509590408e-06 0 1 0 0 0 154 544 10.0916086546703 1.52684214152306e-07 1646.66999165622
7 1 0 1.91670224206751 0.0070946313845469 0.240723474131382 -0.172404928253893 -2.02994724343336 -4.50987431577139 -1 -0.118251338187244 -0.00283073451850308 -0.992979661402494 1.52684212129297e-07 1.28006876676454e-07 2.49102289127515e-05 0 4 3 -0.0340740389157607 -0.0838978354814399 0.0848460521557039 -4.04575812841006 2.5728958545023 2.13504271643051 -1 -0.13223431008357 0.0418933466922669 -0.990332789782036 1.52684154184789e-07 1.43985844103873e-07 1.00097459641802e-06 0 1 0 0 0 185 575 15.347251956943 1.52684214152306e-07 1154.99465704414
7 1 0 1.91670224206751 0.0070946313845469 0.240723474131382 -0.172404928253893 -2.02994724343336 -4.50987431577139 -1 -0.118251338187244 -0.00283073451850308 -0.992979661402494 1.52684212129297e-07 1.28006876676454e-07 2.49102289127515e-05 0 4 4 -0.107794579085867 -0.0980940971249996 0.117446946346636 -4.72899636474756 -0.790281781296708 1.97964543144791 -1 0.0577636802389388 0.126087349350878 -0.990335971952475 1.52684152884654e-07 1.40643617120892e-07 1.00097211205167e-06 0 1 0 0 0 217 607 20.6008736031225 1.52684214152306e-07 913.577427874107
7 1 0 1.91670224206751 0.0070946313845469 0.240723474131382 -0.172404928253893 -2.02994724343336 -4.50987431577139 -1 -0.118251338187244 -0.00283073451850308 -0.992979661402494 1.52684212129297e-07 1.28006876676454e-07 2.49102289127515e-05 0 4 5 0.0300900945872174 0.159220741467024 0.123616008784775 -1.07595153911168 2.49300685450303 -4.40604101718738 -1 -0.138605928868802 0.00539194929251606 -0.990332935489333 1.526841532121e-07 1.40011168571531e-07 1.00097461631363e-06 0 1 0 0 0 265 655 25.8562911033901 1.52684214152306e-07 761.918734181378
7 1 0 1.91670224206751 0.0070946313845469 0.240723474131382 -0.172404928253893 -2.02994724343336 -4.50987431577139 -1 -0.118251338187244 -0.00283073451850308 -0.992979661402494 1.52684212129297e-07 1.28006876676454e-07 2.49102289127515e-05 0 4 6 -0.238794305962089 -0.0639687392253771 0.110733547732128 -2.81782630161195 -2.25432977768216 -3.74385792126567 -1 -0.121356504552259 -0.0671905733923417 -0.990332280290662 1.52684153409272e-07 1.41331871566448e-07 1.00096469802897e-06 0 1 0 0 0 304 694 31.1107233065022 1.52684214152306e-07 665.780176799901
7 1 0 1.91670224206751 0.0070946313845469 0.240723474131382 -0.172404928253893 -2.02994724343336 -4.50987431577139 -1 -0.118251338187244 -0.00283073451850308 -0.992979661402494 1.52684212129297e-07 1.28006876676454e-07 2.49102289127515e-05 0 4 7 -0.16603284794592 -0.0613200132782466 0.127285357532999 -2.36052716293599 -2.72947968038505 3.70024812351225 -1 0.05804712897463 0.126009568997137 -0.990329298294766 1.52684151590477e-07 1.39634987340723e-07 1.00096916951026e-06 0 1 0 0 0 351 741 36.3673779391935 1.52684214152306e-07 598.029061591958
7 1 0 1.91670224206751 0.0070946313845469 0.240723474131382 -0.172404928253893 -2.02994724343336 -4.50987431577139 -1 -0.118251338187244 -0.00283073451850308 -0.992979661402494 1.52684212129297e-07 1.28006876676454e-07 2.49102289127515e-05 0 4 8 -0.0607715727198252 0.078611911227777 0.108869461575662 4.80326439948179 0.965161836360555 1.75279601552857 -1 0.13821687874639 -0.0120986104067131 -0.990328085921082 1.52684149778663e-07 1.41522973020458e-07 1.00097287582096e-06 0 1 0 0 0 388 778 41.6226497223627 1.52684214152306e-07 546.647293239908
7 1 0 1.91670224206751 0.0070946313845469 0.240723474131382 -0.172404928253893 -2.02994724343336 -4.50987431577139 -1 -0.118251338187244 -0.00283073451850308 -0.992979661402494 1.52684212129297e-07 1.28006876676454e-07 2.49102289127515e-05 0 4 9 -0.204806681735934 -0.136114137639466 0.0946294693781211 1.71201829779558 -3.6739670072696 3.30536423731551 -1 0.00578446271006909 -0.138627218499147 -0.99032774068823 1.52684147641633e-07 1.4298284702533e-07 1.0009678114972e-06 0 1 0 0 0 460 851 46.8780167337256 1.52684214152306e-07 505.40633571297
