jobnumber particle t x y z Sx Sy Sz Wx Wy Wz Bx By Bz
7 1 0 1.91670224206751 0.0070946313845469 0.240723474131382 -0.118251338187244 -0.00283073451850308 -0.992979661402494 539.78535125819 12.9215368706386 4532.68338049306 2.94566790348343e-06 7.0514244847139e-08 2.47353506712426e-05
7 1 1.00004482454415 1.24728559826609 0.0059513853287377 0.250076266696737 -0.157437152138601 0.111157481868941 -0.981253054597748 16.7539815186465 1.44457972169319 269.16993795291 9.14283159037151e-08 7.88323008450676e-09 1.46888989292201e-06
7 1 2.00010995867577 0.0556976918557089 0.141982728130987 0.0874113521270846 0.131005093320096 -0.0454647745849745 -0.990338638844037 0.000127832571560869 0.00124203355786271 183.425861137679 6.9759637265408e-13 6.77791343889265e-12 1.00097505529309e-06
7 1 3.00011734408471 -0.034548784700281 -0.0835959213723497 0.0850965192720794 0.0882861380170779 0.106982976029914 -0.990333378439448 0.000117194994284818 0.000818947336592241 183.425775066655 6.39545945941328e-13 4.4690854956388e-12 1.00097458559407e-06
7 1 4.0001148283452 -0.108337601912902 -0.0981848438741901 0.117674201102587 -0.0692325722699786 0.120169443043306 -0.990336385103134 0.00019666462982388 0.0012581498462038 183.42531649049 1.07322046889701e-12 6.86586179319031e-12 1.00097208309361e-06
7 1 5.0000748496807 0.0300095599580694 0.159407342234059 0.123286190550746 -0.136994583663875 -0.0217648378355556 -0.990332659074929 7.1226417053164e-05 0.00182987499376822 183.425784852453 3.88690375026693e-13 9.98582867044566e-12 1.00097463899625e-06
7 1 6.00007110703646 -0.23899467323965 -0.0641290379350673 0.110467308298183 -0.0276943385754127 -0.13592846976418 -0.990331497254323 -0.00095340642509085 0.000784976338498248 183.423965393816 -5.20284349838627e-12 4.2837020307341e-12 1.00096471001077e-06
7 1 7.00012379052408 -0.166325058840519 -0.0616578969983406 0.127743338048413 0.118345542769036 -0.0724036987649257 -0.990329256678592 -5.88411772037735e-05 0.000892929661850091 183.424782794209 -3.21102761916596e-13 4.87281516403411e-12 1.00096917065443e-06
7 1 8.00002230503037 -0.0606644357615354 0.0786334391918457 0.10890855530454 0.110843918081459 0.083437582258421 -0.990329134883439 0.000234359261801106 0.00103911963077245 183.42546122729 1.2789242127442e-12 5.67058986895353e-12 1.00097287293821e-06
7 1 9.00009750233016 -0.204639755962626 -0.136472357983599 0.0949517034788197 -0.0411222928859498 0.132506797889633 -0.990328685454936 -0.000604574519880235 0.00107052871063659 183.424544298618 -3.29922950724514e-12 5.84199266481828e-12 1.00096786915781e-06
